M,P1,P2,Rb,Rax,Ray,TP1,TP2,TRb,TRax,TRay,rel_error_P1,rel_error_P2,rel_error_Rb,rel_error_Rax,rel_error_Ray
5,280.0,376.0,,746.0,108.0,294.3,343.35,739.9165358336035,523.2000000000002,114.44999999999987,4.858987427794771,9.509247123926015,,42.58409785932717,5.635648754914707
15,778.0,1019.0,,2050.0,348.0,882.9000000000001,1030.05,2219.74960750081,1569.6,343.35000000000014,11.881300260505162,1.0727634580845546,,30.606523955147818,1.3543031891655342
